unique_identifier,amount,date
BRI-00060,-595.736608,2023-12-02
BRI-00061,-988.523247,2024-03-01
BRI-00062,234.207205,2024-06-03
BRI-00063,292.402445,2024-07-07
BRI-00064,194.892065,2024-01-02
BRI-00065,444.729882,2023-11-02
BRI-00066,-770.719875,2023-12-12
BRI-00067,-72.502953,2023-09-04
BRI-00068,-811.162121,2023-09-07
BRI-00069,-852.402744,2024-06-18
BRI-00070,819.498343,2023-12-05
BRI-00071,146.619287,2024-04-04
BRI-00072,123.590294,2024-08-17
BRI-00073,-212.322823,2024-08-13
BRI-00074,-350.313160,2024-08-12
BRI-00075,865.845131,2023-10-01
BRI-00076,-769.909907,2023-12-10
BRI-00077,-700.028121,2024-02-07
BRI-00078,-440.821127,2024-04-06
BRI-00079,-519.144928,2023-11-20
BRI-00080,-178.309399,2024-03-23
BRI-00081,-870.219390,2023-12-26
BRI-00082,538.381018,2024-07-02
BRI-00083,815.969370,2024-07-25
BRI-00084,951.112938,2024-05-12
BRI-00085,292.535617,2023-12-15
BRI-00086,-830.258729,2024-04-26
BRI-00087,-938.978435,2024-05-30
BRI-00088,-607.680358,2024-03-30
BRI-00089,935.923553,2024-07-07
BRI-00090,716.886724,2023-11-07
BRI-00091,-460.375800,2024-08-15
BRI-00092,454.741927,2023-09-03
BRI-00093,-495.554178,2024-02-28
BRI-00094,-402.451944,2024-01-08
BRI-00095,-979.427003,2023-11-30
BRI-00096,152.000174,2023-11-01
BRI-00097,-340.420461,2024-05-12
BRI-00098,238.447160,2024-06-30
BRI-00099,147.539656,2024-02-22
BRI-00100,301.669633,2023-10-08
BRI-00101,-156.841246,2024-04-12
BRI-00102,914.637300,2023-11-14
BRI-00103,-709.323125,2024-04-12
BRI-00104,682.567362,2024-01-27
BRI-00105,42.416266,2024-06-06
BRI-00106,-348.685228,2023-11-19
BRI-00107,923.615769,2023-10-30
BRI-00108,766.402010,2024-05-30
BRI-00109,-542.142728,2024-03-29
BRI-00110,-641.335828,2024-02-13
BRI-00111,411.425033,2024-04-14
BRI-00112,-662.790500,2024-07-26
BRI-00113,-818.836288,2024-01-04
BRI-00114,-146.068706,2024-08-01
BRI-00115,-143.284812,2024-03-10
BRI-00116,263.688744,2023-09-30
BRI-00117,-701.749924,2024-06-04
BRI-00118,-502.624454,2024-05-19
BRI-00119,-249.494626,2024-08-03
BRI-00120,817.906972,2024-01-19
BRI-00121,845.005422,2024-05-19
BRI-00122,373.680617,2024-08-23
BRI-00123,212.741457,2024-04-09
BRI-00124,-477.826993,2024-04-08
BRI-00125,746.389910,2023-10-02
BRI-00126,-269.647307,2023-10-03
BRI-00127,-6.071234,2023-12-13
BRI-00128,94.355126,2023-09-08
BRI-00129,-786.066433,2024-02-28
BRI-00130,-175.924828,2024-01-05
BRI-00131,-483.893201,2024-05-17
BRI-00132,705.663775,2024-06-12
BRI-00133,708.184092,2024-04-08
BRI-00134,73.484425,2024-08-21
BRI-00135,566.942857,2024-07-09
BRI-00136,471.204906,2024-08-08
BRI-00137,-84.673385,2024-08-15
BRI-00138,486.000470,2024-06-30
BRI-00139,430.709528,2023-09-11
BRI-00140,-892.275832,2023-09-07
BRI-00141,16.977629,2023-12-10
BRI-00142,-152.062013,2024-08-02
BRI-00143,755.477225,2024-06-19
BRI-00144,-942.222298,2023-10-29
BRI-00145,-885.412452,2024-05-04
BRI-00146,383.897390,2024-03-19
BRI-00147,162.408341,2023-10-15
BRI-00148,338.123946,2023-12-24
BRI-00149,-665.398308,2024-02-22
BRI-00150,-59.585157,2024-08-08
BRI-00151,-582.262654,2024-06-14
BRI-00152,154.964783,2024-03-28
BRI-00153,590.409391,2024-01-14
BRI-00154,161.203619,2024-02-02
BRI-00155,978.680717,2024-08-16
BRI-00156,219.656273,2023-12-04
BRI-00157,819.600197,2023-09-24
BRI-00158,-600.123327,2023-12-16
BRI-00159,805.060353,2023-12-25
BRI-00160,-306.584345,2024-07-08
BRI-00161,-138.436788,2023-10-19
BRI-00162,524.837580,2024-04-17
BRI-00163,391.482924,2024-06-12
BRI-00164,104.822709,2023-12-09
BRI-00165,-157.360925,2024-05-25
BRI-00166,-205.749117,2024-08-03
BRI-00167,558.043390,2023-09-28
BRI-00168,-215.474767,2024-05-03
BRI-00169,-976.671862,2024-03-10
BRI-00170,536.469732,2023-12-10
BRI-00171,-740.306233,2023-11-23
BRI-00172,-320.531726,2024-05-01
BRI-00173,260.984887,2024-04-13
BRI-00174,-166.952640,2024-01-06
BRI-00175,-906.214903,2024-08-09
BRI-00176,250.617772,2023-12-21
BRI-00177,612.773828,2023-12-07
BRI-00178,-530.469100,2023-09-22
BRI-00179,908.546537,2023-09-01
BRI-00180,474.850312,2024-06-15
BRI-00181,688.767743,2023-12-31
BRI-00182,452.257248,2024-04-25
BRI-00183,8.706441,2024-07-07
BRI-00184,932.032854,2024-08-24
BRI-00185,-647.520032,2024-02-04
BRI-00186,-641.557823,2024-02-01
BRI-00187,-354.812238,2024-07-19
BRI-00188,407.177725,2023-10-09
BRI-00189,-769.707991,2024-07-22
BRI-00190,184.572308,2024-08-03
BRI-00191,-533.614140,2024-03-02
BRI-00192,126.442985,2023-10-01
BRI-00193,-875.519298,2024-04-01
BRI-00194,-885.842124,2024-02-11
BRI-00195,951.020715,2024-01-19
BRI-00196,-78.870183,2024-04-29
BRI-00197,639.594729,2024-01-07
BRI-00198,108.274813,2023-09-29
BRI-00199,-485.910011,2024-05-07
BRI-00200,-17.512438,2023-12-14
BRI-00201,737.785352,2024-08-30
BRI-00202,823.431022,2023-09-06
BRI-00203,-977.847501,2024-08-26
BRI-00204,128.531805,2023-12-14
BRI-00205,152.651795,2023-09-13
BRI-00206,249.536990,2024-08-01
BRI-00207,138.171212,2024-04-10
BRI-00208,908.489380,2023-10-03
BRI-00209,993.860698,2024-07-16
BRI-00210,-798.194318,2023-09-02
BRI-00211,-651.586511,2024-08-28
BRI-00212,838.331322,2023-12-03
BRI-00213,411.239029,2023-12-30
BRI-00214,540.789073,2024-03-17
BRI-00215,-559.817383,2024-08-18
BRI-00216,-885.168823,2024-03-17
BRI-00217,733.008643,2024-07-25
BRI-00218,-904.486077,2023-11-08
BRI-00219,-173.537835,2023-11-19
BRI-00220,451.037374,2023-11-24
BRI-00221,-629.179552,2024-07-10
BRI-00222,137.824985,2024-07-24
BRI-00223,-563.208641,2024-08-04
BRI-00224,-819.748639,2023-09-13
BRI-00225,396.221861,2023-09-25
BRI-00226,552.537178,2024-02-07
BRI-00227,-455.337573,2023-09-11
BRI-00228,-876.788429,2024-03-04
BRI-00229,-95.124246,2023-12-23
BRI-00230,847.493821,2024-07-26
BRI-00231,-988.827359,2024-08-18
BRI-00232,-531.474542,2024-02-11
BRI-00233,-274.524288,2023-11-23
BRI-00234,-685.503382,2024-08-29
BRI-00235,-232.340597,2024-07-02
BRI-00236,-348.361448,2024-07-29
BRI-00237,322.169332,2023-11-10
BRI-00238,975.852479,2024-03-14
BRI-00239,888.549839,2024-01-04
BRI-00240,179.129732,2024-04-03
BRI-00241,-301.691724,2024-08-15
BRI-00242,-57.079930,2023-11-09
BRI-00243,-955.251531,2024-08-05
BRI-00244,-460.524774,2024-03-22
BRI-00245,-831.820331,2023-12-03
BRI-00246,928.892113,2024-02-29
BRI-00247,730.711370,2024-05-07
BRI-00248,986.833653,2024-01-13
BRI-00249,-978.063561,2024-01-18
BRI-00250,-232.276287,2023-10-01
BRI-00251,-696.854873,2024-07-31
BRI-00252,520.488059,2024-05-15
BRI-00253,-773.573677,2024-07-10
BRI-00254,-811.424266,2024-01-13
BRI-00255,-664.892011,2024-03-22
BRI-00256,184.028955,2023-10-19
BRI-00257,-242.721670,2023-11-10
BRI-00258,19.711302,2024-06-04
BRI-00259,346.092110,2024-02-24
BRI-00260,-454.272780,2024-07-07
BRI-00261,-15.561931,2023-09-07
BRI-00262,443.635540,2024-01-16
BRI-00263,-988.399847,2024-07-18
BRI-00264,-856.357006,2023-12-25
BRI-00265,4.417056,2024-05-10
BRI-00266,403.354214,2023-11-19
BRI-00267,87.066158,2024-08-09
BRI-00268,-874.850366,2023-09-24
BRI-00269,433.260338,2023-10-29
BRI-00270,948.727178,2024-06-11
BRI-00271,-934.801470,2024-08-08
BRI-00272,-250.099849,2023-10-25
BRI-00273,976.472295,2023-12-16
BRI-00274,-907.026045,2024-04-26
BRI-00275,-764.019611,2024-08-11
BRI-00276,858.971343,2023-09-13
BRI-00277,-726.413187,2024-01-21
BRI-00278,439.605553,2024-02-10
BRI-00279,455.066866,2023-09-17
BRI-00280,-525.514018,2024-06-18
BRI-00281,-163.199970,2023-11-27
BRI-00282,-575.591781,2023-09-22
BRI-00283,448.755618,2024-05-13
BRI-00284,-447.528680,2023-11-18
BRI-00285,220.651723,2023-11-21
BRI-00286,-284.157427,2023-12-18
BRI-00287,-376.752972,2024-02-18
BRI-00288,-836.834029,2024-04-13
BRI-00289,963.517638,2024-06-11
BRI-00290,-910.906778,2023-09-05
BRI-00291,-903.572656,2024-08-19
BRI-00292,634.413582,2024-08-11
BRI-00293,-240.218709,2023-10-26
BRI-00294,-5.307615,2024-03-13
BRI-00295,75.616652,2023-10-31
BRI-00296,-527.030341,2024-01-13
BRI-00297,322.395089,2023-09-25
BRI-00298,293.506212,2024-03-06
BRI-00299,-40.012212,2023-12-15
BRI-00300,-435.828600,2024-07-27
BRI-00301,-779.868431,2023-12-23
BRI-00302,636.665691,2024-07-28
BRI-00303,822.371058,2023-10-17
BRI-00304,-947.015989,2024-05-11
BRI-00305,827.876165,2024-05-29
BRI-00306,699.243445,2024-07-27
BRI-00307,-959.398987,2024-02-24
BRI-00308,922.306423,2023-12-19
BRI-00309,220.737984,2023-10-29
BRI-00310,2.132793,2023-11-22
BRI-00311,-40.302160,2023-10-17
BRI-00312,-665.834238,2023-11-17
BRI-00313,-926.103393,2024-04-25
BRI-00314,1.920284,2023-11-17
BRI-00315,-742.580485,2023-10-19
BRI-00316,-636.209730,2024-03-14
BRI-00317,-896.424803,2024-02-10
BRI-00318,-935.977617,2024-03-27
BRI-00319,-616.107190,2024-04-19
BRI-00320,-80.375384,2023-11-22
BRI-00321,230.927759,2024-03-05
BRI-00322,127.617401,2023-12-22
BRI-00323,-635.627208,2024-04-27
BRI-00324,-949.705984,2023-10-22
BRI-00325,-480.576958,2023-12-22
BRI-00326,-285.063939,2023-10-01
BRI-00327,-446.029889,2024-06-18
BRI-00328,-666.238521,2023-12-20
BRI-00329,153.548187,2024-08-20
BRI-00330,-658.841787,2023-12-10
BRI-00331,-928.228828,2023-09-13
BRI-00332,-136.420848,2024-02-17
BRI-00333,-266.373831,2024-07-07
BRI-00334,963.633557,2024-03-28
BRI-00335,-349.945822,2023-12-16
BRI-00336,-819.351050,2024-03-21
BRI-00337,-43.618578,2024-01-11
BRI-00338,833.614962,2024-03-03
BRI-00339,-954.037733,2024-03-19
BRI-00340,-918.103679,2023-11-13
BRI-00341,-128.127346,2023-11-23
BRI-00342,-565.760722,2023-10-27
BRI-00343,398.632540,2024-08-11
BRI-00344,11.293128,2023-12-08
BRI-00345,885.900057,2023-11-05
BRI-00346,167.778472,2024-06-08
BRI-00347,-880.131773,2024-07-12
BRI-00348,628.538190,2024-02-18
BRI-00349,-741.574119,2023-11-29
BRI-00350,698.493955,2024-06-04
BRI-00351,-291.322541,2024-03-02
BRI-00352,-404.500387,2024-01-13
BRI-00353,349.260288,2023-10-21
BRI-00354,-639.545467,2023-10-13
BRI-00355,-139.946877,2024-06-10
BRI-00356,148.438166,2024-04-27
BRI-00357,-858.373388,2024-06-18
BRI-00358,-93.250431,2024-08-27
BRI-00359,-756.465714,2024-07-01
BRI-00360,-881.745551,2023-12-12
BRI-00361,-585.707992,2024-03-22
BRI-00362,-977.976345,2024-07-31
BRI-00363,906.176593,2024-02-23
BRI-00364,-441.720739,2024-02-26
BRI-00365,972.599432,2024-03-13
BRI-00366,950.554434,2024-03-22
BRI-00367,693.146252,2024-08-28
BRI-00368,-725.405782,2024-08-27
BRI-00369,-159.863190,2024-08-21
BRI-00370,98.423862,2024-05-04
BRI-00371,918.849608,2023-09-24
BRI-00372,649.776239,2023-12-30
BRI-00373,983.742869,2024-03-03
BRI-00374,-30.853613,2023-11-24
BRI-00375,956.526352,2023-11-28
BRI-00376,430.631646,2023-11-17
BRI-00377,393.438218,2023-09-06
BRI-00378,988.236032,2023-10-29
BRI-00379,872.741040,2024-01-04
BRI-00380,-486.474897,2024-01-28
BRI-00381,-503.585628,2024-07-19
BRI-00382,-76.643028,2024-06-07
BRI-00383,603.697723,2024-07-06
BRI-00384,678.814182,2023-09-04
BRI-00385,679.942947,2024-08-23
BRI-00386,-566.665323,2024-08-16
BRI-00387,-924.119136,2023-11-11
BRI-00388,783.055450,2024-06-02
BRI-00389,575.388710,2024-04-23
BRI-00390,210.565919,2023-09-16
BRI-00391,-243.502109,2024-04-21
BRI-00392,-565.581302,2023-12-11
BRI-00393,-293.431778,2024-08-15
BRI-00394,-909.482105,2024-04-26
BRI-00395,-798.044843,2024-05-23
BRI-00396,-757.312272,2024-04-10
BRI-00397,6.184528,2024-08-28
BRI-00398,-426.848032,2023-11-14
BRI-00399,-437.226212,2024-08-08
BRI-00400,751.645856,2024-01-05
BRI-00401,744.217999,2023-10-25
BRI-00402,-538.266425,2023-12-25
BRI-00403,849.743766,2023-11-17
BRI-00404,-729.787428,2024-04-23
BRI-00405,-448.657829,2024-06-08
BRI-00406,-889.496435,2023-10-11
BRI-00407,84.145027,2024-08-18
BRI-00408,-735.273364,2023-10-01
BRI-00409,-821.322091,2023-10-10
BRI-00410,370.948958,2023-09-15
BRI-00411,500.955738,2024-03-22
BRI-00412,-796.455596,2024-06-02
BRI-00413,-478.199999,2024-01-02
BRI-00414,526.637700,2024-04-09
BRI-00415,303.622999,2024-07-28
BRI-00416,-37.701672,2024-08-28
BRI-00417,412.351480,2024-07-20
BRI-00418,-233.312014,2024-02-04
BRI-00419,-915.632579,2024-06-18
BRI-00420,821.286269,2023-11-01
BRI-00421,-271.201141,2024-06-23
BRI-00422,243.823773,2024-03-29
BRI-00423,198.761513,2024-03-04
BRI-00424,216.213447,2024-05-26
BRI-00425,680.302036,2024-06-08
BRI-00426,39.402563,2024-07-14
BRI-00427,272.437434,2023-11-15
BRI-00428,741.398406,2024-05-12
BRI-00429,543.947011,2024-06-20
BRI-00430,362.090010,2024-08-24
BRI-00431,429.527085,2023-10-03
BRI-00432,529.302604,2024-04-24
BRI-00433,106.029397,2024-07-16
BRI-00434,-692.194051,2024-05-07
BRI-00435,-539.402039,2024-07-29
BRI-00436,-418.248598,2024-08-08
BRI-00437,-265.756673,2023-12-03
BRI-00438,217.291958,2024-01-31
BRI-00439,-169.258353,2023-09-06
BRI-00440,-538.226158,2023-09-22
BRI-00441,432.799279,2024-01-03
BRI-00442,267.591707,2023-12-28
BRI-00443,-151.143056,2023-10-25
BRI-00444,-457.880823,2023-11-23
BRI-00445,-94.695742,2024-07-19
BRI-00446,538.519236,2024-01-06
BRI-00447,-633.730247,2024-06-02
BRI-00448,-185.968892,2023-11-02
BRI-00449,62.401688,2023-11-24
BRI-00450,178.187432,2024-07-20
BRI-00451,-846.298793,2024-04-01
BRI-00452,893.460222,2024-03-24
BRI-00453,343.072211,2024-03-04
BRI-00454,-749.302402,2023-12-03
BRI-00455,141.050745,2024-05-19
BRI-00456,729.723200,2023-10-30
BRI-00457,768.644687,2023-11-19
BRI-00458,961.977239,2023-11-10
BRI-00459,-369.391153,2023-10-28
BRI-00460,-63.291459,2024-08-12
BRI-00461,922.389940,2023-12-27
BRI-00462,-942.540980,2023-11-01
BRI-00463,-465.726096,2024-01-31
BRI-00464,514.675479,2024-03-09
BRI-00465,312.918333,2024-08-15
BRI-00466,249.331532,2024-01-03
BRI-00467,743.253934,2023-09-16
BRI-00468,186.755740,2023-10-30
BRI-00469,72.568631,2024-06-24
BRI-00470,-430.032606,2023-09-11
BRI-00471,-265.821595,2024-08-08
BRI-00472,47.864831,2024-05-07
BRI-00473,-969.418605,2024-08-18
BRI-00474,-666.407170,2023-12-05
BRI-00475,-292.062445,2024-04-05
BRI-00476,-300.063266,2024-07-24
BRI-00477,-54.719055,2023-11-08
BRI-00478,399.908773,2024-07-06
BRI-00479,782.457004,2024-02-04
BRI-00480,-990.646443,2024-06-11
BRI-00481,-621.727109,2024-08-27
BRI-00482,-295.130456,2024-07-04
BRI-00483,-522.312446,2023-12-21
BRI-00484,677.025655,2023-11-04
BRI-00485,-89.432639,2024-02-28
BRI-00486,-155.045077,2023-12-11
BRI-00487,-845.144815,2023-09-16
BRI-00488,738.526685,2023-10-01
BRI-00489,594.054824,2024-07-23
BRI-00490,-551.531632,2023-12-22
BRI-00491,-984.235906,2024-01-26
BRI-00492,-831.319843,2024-07-24
BRI-00493,415.840410,2023-10-28
BRI-00494,363.836473,2023-12-14
BRI-00495,960.585364,2024-06-28
BRI-00496,404.733322,2024-06-27
BRI-00497,-73.640354,2023-10-08
BRI-00498,-253.181370,2023-10-10
BRI-00499,-500.571262,2024-01-25
BRI-00500,-658.584129,2024-03-09
BRI-00501,-780.877942,2023-10-02
BRI-00502,-678.055349,2024-01-08
BRI-00503,267.228040,2024-03-14
BRI-00504,754.709932,2023-12-18
BRI-00505,-496.737680,2024-05-27
BRI-00506,473.315068,2023-09-20
BRI-00507,-456.284214,2024-07-28
BRI-00508,991.531869,2024-03-28
BRI-00509,-489.972127,2024-04-03
BRI-00510,158.092912,2024-03-20
BRI-00511,555.630172,2023-12-05
BRI-00512,250.246670,2024-04-24
BRI-00513,-887.280319,2024-06-28
BRI-00514,-439.287018,2024-02-07
BRI-00515,-752.518766,2024-02-19
BRI-00516,-934.864619,2024-07-28
BRI-00517,658.816789,2024-02-12
BRI-00518,-769.365927,2024-08-05
BRI-00519,-229.049793,2023-10-19
BRI-00520,-158.663883,2023-12-24
BRI-00521,910.089234,2024-06-18
BRI-00522,-957.598153,2023-09-12
BRI-00523,999.442842,2024-01-29
BRI-00524,588.943381,2023-12-12
BRI-00525,-970.327426,2024-04-09
BRI-00526,-950.064691,2024-07-08
BRI-00527,631.324311,2024-08-30
BRI-00528,-650.368815,2024-05-19
BRI-00529,-584.636589,2024-03-04
BRI-00530,-117.579953,2024-08-09
BRI-00531,932.388219,2023-09-15
BRI-00532,-272.209471,2024-02-16
BRI-00533,793.897841,2024-03-11
BRI-00534,-348.251629,2023-10-29
BRI-00535,-917.705347,2024-06-03
BRI-00536,-720.558709,2024-04-10
BRI-00537,-940.250165,2024-06-12
BRI-00538,-32.914860,2024-07-08
BRI-00539,616.594282,2024-01-03
BRI-00540,39.366066,2023-10-15
BRI-00541,75.979978,2024-05-12
BRI-00542,-452.461889,2024-06-24
BRI-00543,54.110876,2023-12-05
BRI-00544,175.749705,2024-08-07
BRI-00545,-173.677180,2024-05-13
BRI-00546,-957.326592,2023-11-01
BRI-00547,-503.977614,2024-07-14
BRI-00548,194.734366,2024-03-30
BRI-00549,-598.544196,2024-05-05
BRI-00550,917.555202,2024-06-12
BRI-00551,-664.812766,2023-12-10
BRI-00552,374.951067,2023-10-02
BRI-00553,333.100500,2023-12-14
BRI-00554,-355.424235,2024-02-04
BRI-00555,-365.130122,2024-07-15
BRI-00556,772.357124,2023-09-30
BRI-00557,874.295296,2024-03-25
BRI-00558,433.293075,2023-11-09
BRI-00559,477.067877,2024-07-31
BRI-00560,-348.724781,2024-08-10
BRI-00561,294.278634,2024-07-13
BRI-00562,344.756741,2024-06-19
BRI-00563,-486.612567,2024-06-25
BRI-00564,800.951737,2024-02-07
BRI-00565,812.379713,2024-05-17
BRI-00566,-611.555808,2024-01-23
BRI-00567,-259.170203,2024-05-02
BRI-00568,-513.585622,2024-05-12
BRI-00569,-692.690668,2024-02-20
BRI-00570,645.539236,2023-11-24
BRI-00571,1.697321,2023-09-30
BRI-00572,409.578705,2023-10-03
BRI-00573,392.845133,2024-06-05
BRI-00574,-540.773603,2024-06-20
BRI-00575,573.741612,2024-05-05
BRI-00576,-563.074594,2024-05-26
BRI-00577,-46.452019,2024-05-27
BRI-00578,-205.910606,2023-10-15
BRI-00579,-793.705057,2023-11-04
BRI-00580,-216.389490,2023-09-12
BRI-00581,-532.241830,2024-04-29
BRI-00582,-140.370721,2024-05-19
BRI-00583,-887.017995,2024-05-27
BRI-00584,830.290484,2024-04-05
BRI-00585,204.503933,2024-02-07
BRI-00586,234.275336,2023-09-02
BRI-00587,451.786926,2023-09-08
BRI-00588,365.907658,2024-06-19
BRI-00589,-13.062666,2024-08-08
BRI-00590,806.756515,2023-09-14
BRI-00591,598.247239,2024-02-27
BRI-00592,-360.432587,2024-03-03
BRI-00593,377.830017,2024-07-11
BRI-00594,-896.917461,2024-06-28
BRI-00595,-512.818937,2023-09-14
BRI-00596,430.704173,2024-05-31
BRI-00597,-745.761906,2024-01-05
BRI-00598,-567.473899,2023-10-07
BRI-00599,-313.125901,2024-06-06
BRI-00600,-598.608315,2024-04-08
BRI-00601,637.716876,2024-02-25
BRI-00602,517.236934,2023-10-16
BRI-00603,-445.912855,2024-08-07
BRI-00604,750.733512,2024-01-28
BRI-00605,137.852333,2024-08-16
BRI-00606,-978.476331,2023-09-20
BRI-00607,28.432511,2023-12-31
BRI-00608,446.411893,2024-03-19
BRI-00609,860.864077,2023-11-16
BRI-00610,108.276296,2023-10-10
BRI-00611,-304.608686,2024-02-19
BRI-00612,-255.067620,2024-08-20
BRI-00613,-740.138043,2023-11-25
BRI-00614,260.165932,2023-11-19
BRI-00615,526.854819,2024-08-29
BRI-00616,670.383715,2023-10-17
BRI-00617,-14.826456,2023-10-09
BRI-00618,-256.380204,2023-09-21
BRI-00619,-423.440018,2024-03-10
BRI-00620,740.244583,2024-02-10
BRI-00621,-103.431977,2024-01-29
BRI-00622,-824.206473,2024-06-30
BRI-00623,873.239504,2024-08-29
BRI-00624,-18.035366,2023-11-22
BRI-00625,-861.286515,2024-04-26
BRI-00626,-235.939996,2024-05-03
BRI-00627,-905.414670,2024-08-29
BRI-00628,-9.734302,2024-04-13
BRI-00629,-883.422464,2023-11-18
BRI-00630,-749.688516,2023-12-30
BRI-00631,-565.985752,2024-05-11
BRI-00632,-392.087394,2024-05-02
BRI-00633,-818.968356,2024-04-30
BRI-00634,-408.164992,2024-03-21
BRI-00635,-122.775006,2023-09-23
BRI-00636,437.490619,2023-09-10
BRI-00637,-98.217376,2023-10-19
BRI-00638,-944.494254,2023-12-04
BRI-00639,549.948262,2024-05-03
BRI-00640,-911.299968,2023-09-08
BRI-00641,-652.388064,2024-01-31
BRI-00642,19.288577,2023-10-08
BRI-00643,148.103587,2023-12-24
BRI-00644,967.109144,2024-02-20
BRI-00645,305.078000,2023-10-28
BRI-00646,-349.076254,2023-11-18
BRI-00647,-589.664299,2024-04-09
BRI-00648,-811.046135,2024-06-18
BRI-00649,-308.653861,2024-06-10
BRI-00650,-845.271264,2024-02-28
BRI-00651,-365.299106,2023-09-22
BRI-00652,-462.470403,2024-08-05
BRI-00653,-128.867284,2024-05-08
BRI-00654,-55.706014,2024-01-21
BRI-00655,-364.189218,2024-05-25
BRI-00656,274.473671,2024-02-01
BRI-00657,235.635692,2024-04-04
BRI-00658,-180.162034,2024-02-27
BRI-00659,851.241473,2024-01-16
BRI-00660,705.381684,2023-10-24
BRI-00661,-906.693876,2023-12-10
BRI-00662,-797.632751,2024-01-05
BRI-00663,-707.391518,2024-08-11
BRI-00664,-157.174206,2024-03-05
BRI-00665,-808.857900,2024-07-31
BRI-00666,-298.091387,2023-11-09
BRI-00667,584.106141,2024-06-21
BRI-00668,-540.144949,2024-08-06
BRI-00669,286.646441,2024-06-30
BRI-00670,993.574616,2024-01-01
BRI-00671,790.389315,2023-10-29
BRI-00672,-55.445413,2024-05-10
BRI-00673,431.877405,2024-06-09
BRI-00674,300.708281,2024-08-29
BRI-00675,-814.109740,2024-07-08
BRI-00676,300.618126,2024-05-03
BRI-00677,-265.950422,2023-10-20
BRI-00678,649.666416,2023-10-14
BRI-00679,11.193536,2024-04-08
BRI-00680,-769.918332,2024-04-19
BRI-00681,-688.969971,2024-04-21
BRI-00682,930.363179,2024-01-31
BRI-00683,690.535990,2023-11-03
BRI-00684,-120.121930,2024-08-14
BRI-00685,99.082614,2024-07-11
BRI-00686,-139.560702,2024-01-23
BRI-00687,809.751042,2023-11-19
BRI-00688,407.070916,2024-04-24
BRI-00689,-455.447776,2024-02-08
BRI-00690,-236.231726,2024-04-22
BRI-00691,324.091179,2024-04-23
BRI-00692,-582.120843,2024-01-03
BRI-00693,-556.119815,2024-01-19
BRI-00694,166.971892,2024-06-29
BRI-00695,-693.640606,2023-12-08
BRI-00696,502.742976,2024-04-15
BRI-00697,-552.343168,2023-10-25
BRI-00698,-740.651160,2023-11-30
BRI-00699,186.328709,2024-03-12
BRI-00700,-131.662304,2023-10-05
BRI-00701,-692.177400,2024-08-05
BRI-00702,-548.208911,2024-02-28
BRI-00703,-462.709511,2024-04-06
BRI-00704,-623.607388,2023-12-05
BRI-00705,-223.416125,2024-03-20
BRI-00706,60.277482,2024-04-19
BRI-00707,783.607899,2024-01-10
BRI-00708,554.055983,2024-02-29
BRI-00709,362.909378,2023-12-22
BRI-00710,-77.625441,2023-10-13
BRI-00711,30.256381,2024-03-18
BRI-00712,372.958215,2024-06-05
BRI-00713,66.033204,2024-01-23
BRI-00714,542.362959,2024-02-29
